Timestamp,Latitude,Longitude,Fix_Status,Fix_Description
2025-07-30 16:18:01,50.9480512,6.972181,2,DGNSS
2025-07-30 16:18:01,50.9480512,6.9721808,2,DGNSS
2025-07-30 16:18:01,50.9480512,6.9721808,2,DGNSS
2025-07-30 16:18:01,50.9480512,6.9721808,2,DGNSS
2025-07-30 16:18:01,50.9480512,6.9721807,2,DGNSS
2025-07-30 16:18:01,50.9480513,6.9721807,2,DGNSS
2025-07-30 16:18:01,50.9480515,6.9721812,2,DGNSS
2025-07-30 16:18:01,50.9480513,6.9721813,2,DGNSS
2025-07-30 16:18:01,50.9480517,6.9721812,2,DGNSS
2025-07-30 16:18:01,50.948052,6.9721802,2,DGNSS
2025-07-30 16:18:01,50.9480517,6.972179,2,DGNSS
2025-07-30 16:18:01,50.948052,6.972177,2,DGNSS
2025-07-30 16:18:01,50.9480522,6.9721757,2,DGNSS
2025-07-30 16:18:01,50.9480533,6.9721758,2,DGNSS
2025-07-30 16:18:01,50.948053,6.9721778,2,DGNSS
2025-07-30 16:18:02,50.9480537,6.9721862,2,DGNSS
2025-07-30 16:18:03,50.9480547,6.9721857,2,DGNSS
2025-07-30 16:18:04,50.9480547,6.9721855,2,DGNSS
2025-07-30 16:18:05,50.9480545,6.9721848,2,DGNSS
2025-07-30 16:18:06,50.948054,6.972185,2,DGNSS
2025-07-30 16:18:07,50.9480538,6.9721848,2,DGNSS
2025-07-30 16:18:08,50.9480538,6.972184,2,DGNSS
2025-07-30 16:18:09,50.9480538,6.9721828,2,DGNSS
2025-07-30 16:18:10,50.9480542,6.9721833,2,DGNSS
2025-07-30 16:18:11,50.9480538,6.9721817,2,DGNSS
2025-07-30 16:18:12,50.948054,6.9721822,2,DGNSS
2025-07-30 16:18:13,50.9480538,6.972181,2,DGNSS
2025-07-30 16:18:14,50.9480542,6.9721825,2,DGNSS
2025-07-30 16:18:15,50.948054,6.9721838,2,DGNSS
2025-07-30 16:18:16,50.9480538,6.9721842,2,DGNSS
2025-07-30 16:18:17,50.9480538,6.9721845,2,DGNSS
2025-07-30 16:18:18,50.9480535,6.9721847,2,DGNSS
2025-07-30 16:18:19,50.9480535,6.9721842,2,DGNSS
2025-07-30 16:18:20,50.9480538,6.9721853,2,DGNSS
2025-07-30 16:18:21,50.9480538,6.9721852,2,DGNSS
2025-07-30 16:18:22,50.948054,6.972185,2,DGNSS
2025-07-30 16:18:23,50.9480542,6.972185,2,DGNSS
2025-07-30 16:18:24,50.9480542,6.9721852,2,DGNSS
2025-07-30 16:18:46,50.9480542,6.9721852,2,DGNSS
2025-07-30 16:18:46,50.9480543,6.9721847,2,DGNSS
