time_hours,meanAcc,siv,sip,pdop
0.0,5115.0,38.0,12.0,0.89
0.0833,4601.0,39.0,12.0,0.89
0.25,3890.0,38.0,12.0,0.88
0.3336,3614.0,38.0,12.0,0.9
0.4169,3387.0,38.0,12.0,0.94
0.5006,3223.0,37.0,12.0,0.94
0.5839,3085.0,38.0,12.0,0.91
0.6672,2953.0,36.0,12.0,0.92
0.9175,2662.0,36.0,12.0,0.85
1.3347,2289.0,41.0,12.0,0.9
1.5014,2173.0,40.0,12.0,0.94
1.585,2125.0,41.0,12.0,0.96
1.7519,2039.0,39.0,12.0,1.02
