time_hours,meanAcc,siv,sip,pdop
0.0,11844.0,38.0,25.0,1.18
0.0833,8804.0,40.0,24.0,1.23
0.1667,7677.0,42.0,25.0,1.1
0.2503,6959.0,38.0,25.0,1.1
0.3336,6231.0,43.0,28.0,0.96
0.4169,5661.0,36.0,29.0,0.92
0.5003,5206.0,38.0,31.0,0.9
0.5839,4838.0,40.0,30.0,0.9
0.6672,4578.0,41.0,30.0,0.99
0.7506,4383.0,41.0,30.0,1.0
0.8339,4165.0,41.0,31.0,0.96
1.0008,3764.0,39.0,29.0,1.03
1.0842,3609.0,39.0,29.0,1.04
1.2511,3691.0,39.0,25.0,1.08
